Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98025;Hobart;WA;47.430704;-121.88496;-8;1;47.430704, -121.88496
98114;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98119;Seattle;WA;47.63877;-122.36694;-8;1;47.63877, -122.36694
98138;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98140;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98158;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98184;Seattle;WA;47.432251;-121.803388;-8;1;47.432251, -121.803388
98224;Baring;WA;47.763755;-121.47607;-8;1;47.763755, -121.47607
98278;Oak Harbor;WA;48.310127;-122.655862;-8;1;48.310127, -122.655862
98365;Port Ludlow;WA;47.907561;-122.69416;-8;1;47.907561, -122.69416
98445;Tacoma;WA;47.148269;-122.41196;-8;1;47.148269, -122.41196
98502;Olympia;WA;47.071484;-122.97702;-8;1;47.071484, -122.97702
98576;Rainier;WA;46.871178;-122.67573;-8;1;46.871178, -122.67573
98582;Salkum;WA;46.513653;-122.62556;-8;1;46.513653, -122.62556
98650;Trout Lake;WA;45.981582;-121.5395;-8;1;45.981582, -121.5395
98660;Vancouver;WA;45.652255;-122.69009;-8;1;45.652255, -122.69009
98663;Vancouver;WA;45.647667;-122.66162;-8;1;45.647667, -122.66162
98932;Granger;WA;46.345166;-120.1843;-8;1;46.345166, -120.1843
98940;Ronald;WA;47.33394;-121.02979;-8;1;47.33394, -121.02979
99143;Lacrosse;WA;46.792982;-117.91313;-8;1;46.792982, -117.91313
99185;Wilbur;WA;47.756616;-118.70628;-8;1;47.756616, -118.70628
99219;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
99223;Spokane;WA;47.614744;-117.35892;-8;1;47.614744, -117.35892
